AAPL,TXN,QCOM,INTC,HON,GOOG,AVGO,DUK,CMS
0.313387697,0.49979441,0.877257856,0.461334823,0.355845748,0.331010014,0.398796673,0.273718544,0.224242444
0.304772972,0.499177908,0.892001757,0.463983128,0.361778725,0.339890739,0.409279813,0.231733965,0.221645127
0.302095486,0.496506371,0.882786865,0.476165279,0.372585299,0.344896216,0.40791522,0.25081783,0.234631968
0.311059362,0.486847493,0.88684116,0.459216126,0.363685844,0.338921966,0.397928246,0.238822135,0.250216385
0.309778792,0.472872955,0.866199875,0.428495891,0.344403516,0.329772032,0.385273888,0.209378235,0.216450235
0.306169968,0.48438134,0.924069398,0.453919621,0.343555924,0.348744524,0.395136782,0.178844041,0.164502352
0.298370225,0.464858179,0.906745364,0.44120765,0.347158229,0.34664552,0.380311398,0.151581222,0.157575771
0.296623997,0.47924365,0.972355323,0.454449177,0.380637161,0.344035032,0.391601064,0.24918217,0.219047551
0.289289911,0.449034155,0.940287682,0.410487416,0.366228621,0.325654676,0.383661122,0.203380797,0.235497942
0.289289911,0.45437725,0.942130513,0.399364375,0.341225252,0.325708386,0.389429945,0.167393712,0.183549713
0.267287597,0.457254336,0.943236522,0.396186568,0.328935449,0.291073449,0.337448124,0.107960929,0.139394038
0.274854465,0.458692889,0.935495754,0.385593294,0.347158229,0.276998847,0.324049426,0.104689118,0.135930748
0.253550695,0.441635882,0.902690774,0.344279785,0.274267069,0.24448985,0.300539667,0.060523514,0.079653513
0.240861477,0.423962207,0.862513991,0.326800865,0.270241042,0.253666726,0.309037962,0.046892104,0.079653513
0.228288696,0.428277846,0.843346831,0.314618714,0.261129653,0.221319189,0.297190036,0.036532069,0.081385202
0.218509931,0.421907172,0.78142305,0.293432166,0.286980593,0.214376007,0.288319568,0,0.059740178
0.227706682,0.494245767,0.927755281,0.343220463,0.292701783,0.241610313,0.336083432,0.055615988,0.105627801
0.222933644,0.503904665,0.877626267,0.375529787,0.279988089,0.276057015,0.366850706,0.197382977,0.245887467
0.234924318,0.506576202,0.889789962,0.386122849,0.290794663,0.269059956,0.361888216,0.181570487,0.218181837
0.245867297,0.504521147,0.93365296,0.382415274,0.297575232,0.251406097,0.374914741,0.087240913,0.138527977
0.247147867,0.496917324,0.927755281,0.369703515,0.290370963,0.249549203,0.376961773,0.043075309,0.062337754
0.249708996,0.503904665,0.934390041,0.384533972,0.262612902,0.269140771,0.3765896,0.061613808,0.132467457
0.243189812,0.489108076,0.889789962,0.358050919,0.256044268,0.271643508,0.34904787,0.091603073,0.102164511
0.249825434,0.466913214,0.897530472,0.356461989,0.253501491,0.248338159,0.321630227,0.046346684,0.062337754
0.249010533,0.456226901,0.873940347,0.360169564,0.274902705,0.277106433,0.314682699,0.061068879,0.066666672
0.229569266,0.438142129,0.860302491,0.350635665,0.257315582,0.258941249,0.319583195,0.066521334,0.079653513
0.228288696,0.434648541,0.877626267,0.354343292,0.275326596,0.242821358,0.311022901,0.173391532,0.085714466
0.228754365,0.413892232,0.84666434,0.331567867,0.273631412,0.18251302,0.294460664,0.092148439,0.042424419
0.195227046,0.410398623,0.88168082,0.338453514,0.278081139,0.23079205,0.317784243,0.135768732,0.064935071
0.178929003,0.395807604,0.860670902,0.332627189,0.276809824,0.253774312,0.320265535,0.131407008,0.042424419
0.210593738,0.409165639,0.918540389,0.345868715,0.259222702,0.314997709,0.35425844,0.250272465,0.116017326
0.203143227,0.40998769,0.932915621,0.34533916,0.2223534,0.328991661,0.376465513,0.376227018,0.25800868
0.239115237,0.393136067,0.939919013,0.342690696,0.235702582,0.307489492,0.376217433,0.347873413,0.234631968
0.241210708,0.364159412,0.876152106,0.285487409,0.172134747,0.252321157,0.346504579,0.246455724,0.154112481
0.23364384,0.370324723,0.88426099,0.30243651,0.174253633,0.252617141,0.351591155,0.285169255,0.187013003
0.215366683,0.389642314,0.889421293,0.337923694,0.176584474,0.270297939,0.348923784,0.286259604,0.161904689
0.226891781,0.401972894,0.935495754,0.333686511,0.19120514,0.310422739,0.325600198,0.317339219,0.219047551
0.247380649,0.430949383,0.949502575,0.352224595,0.202435415,0.312925479,0.334780746,0.396401231,0.27272747
0.246216528,0.429921948,0.937707549,0.34533916,0.205613849,0.342070553,0.329011916,0.325518119,0.19913413
0.27008152,0.428483395,1,0.349046735,0.184424571,0.342016679,0.346938838,0.309160264,0.204329109
0.27217698,0.448623058,0.930335451,0.354872847,0.197138096,0.352027797,0.351653155,0.328244183,0.229437422
0.281024499,0.438142129,0.912274336,0.364406746,0.189509955,0.375171522,0.355685126,0.318429513,0.225974132
0.293946419,0.448006556,0.925175148,0.372881323,0.193535961,0.38981132,0.373674142,0.308069969,0.20606071
0.324912702,0.412864776,0.920383478,0.367055263,0.187179114,0.352835106,0.351156896,0.287349954,0.187013003
0.31792786,0.408343588,0.898636185,0.381885666,0.169803905,0.346376309,0.354196447,0.309160264,0.203463048
0.305704299,0.403000349,0.841504037,0.386122849,0.172558469,0.358567244,0.344643633,0.293347774,0.204329109
0.311059362,0.398068208,0.852930393,0.504767029,0.164082885,0.341774568,0.346504579,0.28080715,0.209523655
0.311757907,0.381011036,0.819388332,0.480402674,0.16768502,0.300600184,0.326096458,0.261177865,0.176623478
0.315832388,0.382449589,0.838186528,0.48887725,0.188026706,0.296751875,0.33360214,0.243184295,0.147186247
0.316763727,0.367653021,0.838186528,0.46345352,0.172346682,0.295836815,0.326468624,0.282988175,0.160173001
0.317694973,0.381833087,0.85145601,0.471928097,0.154759539,0.3172314,0.335959345,0.212650101,0.122077933
0.310128105,0.387998376,0.852561723,0.479343299,0.119797208,0.308969583,0.340301489,0.172301237,0.096103991
0.314318943,0.412042725,0.895318971,0.519067877,0.141410357,0.316693137,0.362632648,0.235005395,0.139394038
0.302211924,0.431360501,0.92996704,0.523305059,0.144376835,0.287467415,0.359158937,0.208287941,0.109090745
0.299301564,0.433209988,0.906008283,0.521716182,0.328087857,0.292257555,0.359034844,0.236641055,0.125541223
0.276135035,0.425811693,0.8802064,0.517479,0.320671631,0.291207974,0.354630613,0.236641055,0.119480616
0.274156002,0.405055384,0.874309017,0.4936442,0.312619599,0.291100387,0.32715097,0.256815705,0.126406851
0.264377237,0.406494102,0.890158668,0.500000079,0.337411182,0.280685695,0.333478147,0.345692333,0.207792399
0.26379513,0.417180415,0.941393433,0.504767029,0.3357556,0.293414726,0.348675697,0.397491962,0.26060591
0.258207202,0.410193074,0.902690774,0.481991604,0.32732481,0.287279017,0.34830353,0.412213721,0.286580198
0.264377237,0.408138039,0.755252645,0.488347483,0.347769476,0.30490594,0.337386031,0.455288976,0.346320376
0.254249147,0.402178298,0.750092306,0.474576349,0.327746413,0.308808123,0.33837855,0.473282546,0.368831028
0.274854465,0.381011036,0.713232736,0.44650442,0.322055608,0.285126138,0.312511673,0.512541115,0.434632072
0.264842813,0.392519564,0.72945091,0.475105957,0.322898687,0.319276689,0.3122635,0.532715329,0.421644972
0.262398122,0.408549137,0.757832778,0.494173755,0.340813989,0.320110936,0.325848278,0.532170345,0.412121075
0.2604191,0.404438903,0.759675757,0.48887725,0.321844817,0.290535189,0.331989374,0.498909705,0.39826826
0.282654301,0.396629655,0.727607968,0.472457652,0.299503203,0.277590819,0.322064394,0.404580132,0.320346435
0.270197958,0.404027949,0.733505499,0.473517027,0.292547885,0.262224524,0.337572117,0.420392622,0.329870245
0.270430752,0.400328812,0.73829728,0.500529635,0.28664629,0.270782325,0.340735749,0.374045938,0.288311886
0.270547189,0.397451706,0.721710437,0.441737417,0.308144826,0.278532817,0.349916296,0.344056673,0.249350758
0.286146675,0.368064118,0.68669381,0.391949173,0.281798713,0.253585911,0.330624688,0.322791673,0.232034652
0.293713636,0.361076778,0.675635976,0.391419618,0.230581642,0.246050756,0.303517212,0.329334914,0.207792399
0.249476121,0.371146753,0.711021125,0.41631374,0.270417104,0.271159125,0.298802808,0.356052368,0.247619156
0.205005811,0.345047205,0.647254071,0.382415274,0.239223244,0.245969944,0.275851396,0.283533159,0.200000104
0.175785849,0.392724969,0.727239299,0.435381379,0.277372421,0.288113261,0.322994913,0.439476541,0.34025977
0.148894059,0.403000349,0.717655848,0.436440701,0.286224835,0.301649604,0.326220451,0.424754782,0.332467561
0.176717106,0.409165639,0.741983164,0.442267026,0.317207883,0.300923107,0.339867322,0.446565092,0.329004271
0.209778849,0.406905035,0.751566578,0.41631374,0.33154029,0.277725508,0.352335501,0.408396927,0.286580198
0.20209545,0.407315988,0.755989837,0.413135668,0.326060128,0.270513276,0.377023766,0.358778813,0.246753095
0.202444763,0.404027949,0.741245972,0.406250022,0.338284794,0.265857496,0.372867709,0.376772383,0.257142966
0.190803321,0.399301212,0.736454191,0.396186568,0.344818678,0.271347523,0.376465513,0.369138412,0.241558549
0.183469154,0.413070325,0.737928611,0.388241546,0.347980288,0.279582399,0.378946712,0.419302272,0.288311886
0.182305033,0.408343588,0.737560052,0.372881323,0.339127873,0.272558404,0.377458032,0.390948722,0.255411364
0.191851016,0.409782141,0.725396321,0.363877191,0.339549477,0.272208542,0.370510504,0.489640401,0.342857086
0.193248012,0.411426243,0.724290607,0.367055263,0.339338664,0.272827617,0.36592028,0.48037077,0.33419925
0.200582098,0.413070325,0.741983164,0.380296789,0.344607866,0.279394,0.378574539,0.474372895,0.330735959
0.20593715,0.413481278,0.732399749,0.378178092,0.335544809,0.279582399,0.369828164,0.498364285,0.361904793
0.215483121,0.419029922,0.729819432,0.371822212,0.325638673,0.288382311,0.363625075,0.485278296,0.351515269
0.211525077,0.416152815,0.740140222,0.357521311,0.320369493,0.293979924,0.357421985,0.546892104,0.39567103
0.221420291,0.409782141,0.712126876,0.360169564,0.318683208,0.300465495,0.351839242,0.487459321,0.348917693
0.218160699,0.409782141,0.704386403,0.37023307,0.328167868,0.293011155,0.347931264,0.419847256,0.285714224
0.219790489,0.42026307,0.717655848,0.354343292,0.341024801,0.307274153,0.367408959,0.485823661,0.347186004
0.221653073,0.410193074,0.691116921,0.336334817,0.325427882,0.309373157,0.348365524,0.585605253,0.420779344
0.222817287,0.413481278,0.692222819,0.342161088,0.331118665,0.313759726,0.346008319,0.608506349,0.408658131
0.207683378,0.411220674,0.691116921,0.334216119,0.323952557,0.313302278,0.34451964,0.601963108,0.411255447
0.204773017,0.418618968,0.701437711,0.354872847,0.328800134,0.312172046,0.340301489,0.653217318,0.402597611
0.205587918,0.416358364,0.686325288,0.361228939,0.324163348,0.3054442,0.322808826,0.653762302,0.393939341
0.215017463,0.416563933,0.701806233,0.358050919,0.331118665,0.306682019,0.333788227,0.625954499,0.406060555
0.209895287,0.405466502,0.664209473,0.336864584,0.32226642,0.278129079,0.314372619,0.681025121,0.4606061
0.199534403,0.390464365,0.665315186,0.319385663,0.323530933,0.282354188,0.296507696,0.676118032,0.444155969
0.180791681,0.389847863,0.650202763,0.335805208,0.311727891,0.276675923,0.288939914,0.698473326,0.522077881
0.179860342,0.411015125,0.696277224,0.35116522,0.320790947,0.281546878,0.292785805,0.703380851,0.532467752
0.164610076,0.408343588,0.723184857,0.35169504,0.330275607,0.27054005,0.283295084,0.700108986,0.535064981
0.18288714,0.418208015,0.717655848,0.346928037,0.318261753,0.208966792,0.297252036,0.678844041,0.518614937
0.16146684,0.439580682,0.72060454,0.35010611,0.301400151,0.197825605,0.306122503,0.658669827,0.491774934
0.162980192,0.442663317,0.677847439,0.363877191,0.32226642,0.188810192,0.292351632,0.708833306,0.519480564
0.146798599,0.335799425,0.65499458,0.342690696,0.312570948,0.192443329,0.269648306,0.760087516,0.568831218
0.073690353,0.320797308,0.670475673,0.341101766,0.315100143,0.200435929,0.26896596,0.749727535,0.566233902
0.081490096,0.30887799,0.625506925,0.320444985,0.379384938,0.189375391,0.273556283,0.689749442,0.529004461
0.096856893,0.319975257,0.474014096,0.395656801,0.405098806,0.196264697,0.287575229,0.663576917,0.505627749
0.105820757,0.309494472,0.448949552,0.367055263,0.393927988,0.184881235,0.274300623,0.688658656,0.519480564
0.11199071,0.314632162,0.456690025,0.361758494,0.384232516,0.176323434,0.285466203,0.681570487,0.513419958
0.110943027,0.307644821,0.434574357,0.362817869,0.391398645,0.138835735,0.278208601,0.663576917,0.503896148
0.110477357,0.306822791,0.439366138,0.369703515,0.388447995,0.141796084,0.275913389,0.654307667,0.498701169
0.098253808,0.301274147,0.437523196,0.359639797,0.387604938,0.131112179,0.254947015,0.670665523,0.522077881
0.098370246,0.297985943,0.429782576,0.355932222,0.386972522,0.140961839,0.262266611,0.637404828,0.483117098
0.0760187,0.277846301,0.411352792,0.32627131,0.377488011,0.126026054,0.254636842,0.723010081,0.552381087
0.082421435,0.275174661,0.413932961,0.306144137,0.383178646,0.100567826,0.240865971,0.723010081,0.563636239
0.077299258,0.24434852,0.367489941,0.263771306,0.325638673,0.072929781,0.215123187,0.683751567,0.541991216
0.073806791,0.229757501,0.346848546,0.251589102,0.340603346,0.079415519,0.212890075,0.789531415,0.620779101
0.065192147,0.233662125,0.330998931,0.236228879,0.307090956,0.071826487,0.213696414,0.77317356,0.612987239
0.060419121,0.251335799,0.370070111,0.239936506,0.333858672,0.083290764,0.235159141,0.702290066,0.57402611
0.05413273,0.262433231,0.391080065,0.242584759,0.330064795,0.064156646,0.242478743,0.711014386,0.593939532
0.06461004,0.233662125,0.390342837,0.196504301,0.29086177,0.042654475,0.239997545,0.621592393,0.505627749
0.06123401,0.21352238,0.352008848,0.157309436,0.282435154,0.031701523,0.207555411,0.610142009,0.517748963
0.047264326,0.188861467,0.301511276,0.132415261,0.227630823,0,0.169468448,0.612868073,0.514285672
0.037834688,0.219071106,0.337633653,0.176377128,0.25966791,0.018730218,0.201042149,0.527808185,0.464069391
0.01979051,0.275791163,0.464061975,0.252648477,0.351141728,0.090449119,0.262452697,0.507088606,0.397402632
0.035622883,0.250308261,0.4084041,0.215572151,0.335333997,0.078581271,0.240865971,0.495092911,0.402597611
0.067054731,0.249897246,0.402506569,0.217161081,0.350720273,0.074490687,0.245022035,0.50436216,0.407792157
0.060651996,0.249280662,0.402875091,0.20921606,0.345661736,0.068489503,0.251969464,0.50436216,0.394805316
0.064842927,0.241265886,0.390342837,0.187500063,0.321634005,0.063134,0.246200634,0.55779745,0.417316053
0.055413289,0.250308261,0.385551056,0.183792489,0.318893998,0.113296856,0.26251479,0.533260694,0.407792157
0.058090867,0.242704439,0.380390753,0.1795552,0.313203194,0.136332995,0.261088012,0.478735055,0.382683843
0.083934881,0.24702016,0.359012277,0.20762713,0.312992551,0.134583855,0.264747903,0.52671789,0.419047655
0.079161843,0.239416317,0.363804058,0.20921606,0.304983216,0.134825963,0.271074992,0.483097216,0.373160292
0.082887104,0.247225627,0.400663627,0.202330625,0.337652549,0.137651626,0.276099569,0.462922566,0.373160292
0.081490096,0.251952281,0.443052058,0.197034015,0.348823346,0.162329483,0.296693776,0.464013296,0.380086526
0.098835915,0.250719297,0.441577638,0.194385604,0.324795615,0.161522174,0.293964404,0.423119067,0.331601933
0.108381898,0.240032881,0.437891718,0.193855942,0.309620129,0.130224221,0.30103592,0.394765517,0.30995691
0.100116474,0.234484176,0.43973466,0.183262775,0.313624818,0.129955011,0.288629741,0.386586562,0.314285828
0.101164169,0.218865557,0.441577638,0.180084861,0.297817087,0.145536807,0.286892889,0.399673042,0.330735959
0.096507568,0.223592211,0.439366138,0.187500063,0.292337095,0.167227373,0.239439291,0.337513814,0.26060591
0.088242156,0.229962988,0.436048777,0.182203452,0.279901764,0.177319142,0.238570859,0.341875593,0.261471884
0.085913903,0.22030409,0.44084041,0.178495825,0.277583212,0.181544087,0.236027574,0.298800665,0.244155865
0.094528547,0.22893545,0.453741333,0.177436503,0.288121763,0.173309209,0.229452311,0.285169255,0.224242444
0.110826589,0.22379776,0.471065404,0.173199215,0.285170965,0.150326947,0.227715452,0.284078524,0.210389629
0.116530861,0.217015988,0.479911627,0.167902551,0.296341762,0.153421823,0.23112717,0.22900752,0.167099582
0.117229417,0.209823243,0.465536395,0.150423737,0.288964821,0.139481745,0.217790472,0.2311886,0.191341921
0.108032666,0.181874209,0.413564403,0.106461923,0.255874033,0.096827103,0.197196264,0.185387281,0.138527977
0.088009374,0.177764036,0.426096656,0.102224635,0.264726299,0.111628364,0.18869797,0.231733965,0.160173001
0.07089643,0.151048068,0.361223741,0.074682207,0.245757107,0.086277887,0.163947699,0.230098251,0.158441745
0.056810297,0.16707762,0.362329638,0.093750058,0.253555503,0.103258964,0.171019221,0.208287941,0.114285724
0.044935979,0.15515822,0.33284202,0.093220397,0.273367902,0.102182442,0.154208805,0.368593428,0.166233607
0.04912691,0.167283169,0.329893181,0.114936447,0.298870957,0.129793548,0.163389352,0.449836521,0.245021839
0.036670567,0.148787464,0.308146035,0.08951277,0.264304845,0.114561777,0.147261375,0.437295461,0.253679676
0.041210717,0.149609515,0.315149279,0.081567854,0.285175161,0.121235749,0.153402372,0.454198681,0.267532491
0.002095471,0.159268393,0.338739551,0.097457632,0.283489045,0.126564149,0.170833134,0.422028336,0.229437422
0,0.159268393,0.338739551,0.101694921,0.300978697,0.147797271,0.175547451,0.398582312,0.228571362
0.025262,0.144471825,0.303722923,0.083686445,0.263461787,0.120132453,0.16183858,0.398582312,0.206926338
0.035855666,0.150431566,0.293402133,0.096398416,0.276529342,0.115342148,0.158675035,0.361504823,0.182684085
0.028521592,0.138923099,0.301142754,0.088983109,0.27315709,0.089265013,0.162955186,0.405125497,0.191341921
0.027706691,0.13460746,0.277552666,0.086334803,0.25861404,0.073844841,0.159791641,0.396401231,0.203463048
0.033760206,0.150431566,0.286398889,0.11334757,0.29191564,0.064856366,0.16680107,0.332060923,0.171428586
0.044819623,0.163789499,0.300405562,0.126589096,0.295287892,0.080599625,0.184665999,0.337513814,0.181818024
0.056344627,0.147143444,0.27865838,0.109110281,0.286857081,0.066605674,0.182618967,0.328789548,0.145454558
0.038416795,0.181052158,0.338002323,0.153072148,0.294234022,0.061250335,0.196513918,0.304798104,0.118614642
0.039580927,0.206329573,0.366384228,0.186970402,0.311517078,0.101133024,0.218472818,0.289531034,0.090909012
0.052270146,0.195643259,0.36675275,0.168432265,0.298027878,0.10732261,0.213696414,0.22900752,0.040692731
0.087078035,0.187833929,0.349060157,0.167902551,0.265358545,0.147716621,0.203399354,0.218647921,0.051082256
0.16309663,0.180846671,0.356800629,0.181144077,0.284749341,0.135929424,0.211029129,0.232279331,0.056277234
0.17159493,0.184545828,0.32104681,0.198622892,0.300557072,0.244570665,0.217356305,0.195746826,0.032900522
0.178579772,0.188450432,0.336527903,0.200211928,0.306037086,0.227158914,0.229018051,0.297164569,0.115151698
0.181955802,0.175503432,0.326944489,0.179025486,0.319109006,0.230549775,0.215619446,0.383860553,0.241558549
0.195459828,0.186395397,0.316623699,0.181673791,0.311938681,0.264673387,0.245580288,0.417121247,0.229437422
0.192898792,0.185984361,0.298562584,0.171610179,0.294444834,0.244193865,0.243037089,0.395310882,0.220779153
0.199534403,0.191944102,0.326575819,0.189618654,0.292126282,0.228585295,0.26369339,0.365321617,0.198268502
0.227124563,0.190916502,0.330261703,0.207097575,0.296763217,0.2246023,0.267787361,0.375136232,0.201731792
0.253317808,0.175914468,0.28971625,0.192796726,0.260721611,0.201377927,0.24266483,0.407306577,0.235497942
0.252619357,0.163173017,0.296350973,0.182733113,0.23774775,0.182566733,0.243781435,0.364776634,0.225974132
0.23399306,0.16461155,0.280132799,0.180614416,0.241541627,0.190774834,0.24713106,0.382769822,0.234631968
0.217462154,0.149404048,0.260597154,0.176377128,0.232057115,0.193815834,0.239811458,0.356597733,0.222510842
0.213271316,0.174270448,0.2823443,0.204449322,0.261354047,0.208374819,0.255753348,0.360414528,0.246753095
0.211874308,0.160912413,0.262071573,0.194915318,0.234375498,0.1871417,0.240183631,0.389858427,0.239826861
0.240046576,0.161117961,0.283450197,0.200211928,0.250604684,0.207298299,0.246262634,0.454743611,0.319480461
0.226658905,0.165639088,0.291927861,0.224046728,0.26493709,0.219731345,0.257366214,0.456924691,0.321212062
0.241909253,0.154952672,0.301511276,0.218749959,0.240066302,0.206383404,0.236896,0.432388317,0.297835437
0.228754365,0.174475915,0.295982451,0.237817809,0.242599692,0.221400001,0.251969464,0.414394747,0.27878799
0.217112923,0.154747205,0.284924469,0.220339101,0.236904692,0.20589902,0.234600888,0.419302272,0.279653704
0.223748545,0.136457028,0.266494685,0.194915318,0.230581642,0.17565065,0.228211712,0.366957714,0.23030305
0.201862656,0.140156186,0.29119067,0.193855942,0.224680195,0.180413854,0.227591366,0.381679473,0.232034652
0.172875488,0.138101048,0.295982451,0.200211928,0.243438555,0.187841423,0.227529366,0.384950902,0.224242444
0.178463334,0.144266358,0.333947733,0.217161081,0.25966791,0.195080591,0.238508772,0.334242003,0.180952397
0.183818386,0.146732409,0.340951014,0.218220404,0.253344839,0.198686789,0.22690902,0.369138412,0.200865818
0.190686883,0.148170962,0.318098118,0.236228879,0.241120172,0.18660344,0.224427821,0.377317312,0.200000104
0.18125735,0.138101048,0.310357646,0.199152606,0.218357124,0.187087988,0.218596904,0.394765517,0.240692575
0.181373695,0.128647719,0.307408807,0.183792489,0.180629402,0.182539959,0.200483896,0.338058798,0.206926338
0.17997678,0.120221928,0.319572538,0.181673791,0.169037002,0.161656698,0.199491376,0.28898605,0.179220795
0.181955802,0.117755857,0.336527903,0.170021248,0.165453937,0.167469484,0.197444345,0.27099248,0.169696898
0.165774208,0.127003699,0.341319684,0.187500063,0.176413922,0.157593052,0.201662495,0.27317356,0.17229456
0.141792779,0.115289786,0.333947733,0.16048735,0.162292327,0.119917116,0.174368845,0.245910741,0.174025816
0.138766062,0.100082182,0.3313676,0.140360283,0.174306182,0.099518242,0.159109301,0.25954215,0.164502352
0.126076844,0.095560995,0.350165907,0.123940685,0.145852329,0.069189061,0.14465609,0.246455724,0.162770663
0.12549483,0.115289786,0.381127945,0.14406791,0.143533947,0.072391521,0.168724015,0.190839736,0.135065033
0.124447053,0.102959268,0.357537857,0.127648312,0.157866184,0.11472324,0.184541912,0.131951937,0.120346244
0.134225911,0.102548253,0.347217215,0.12500006,0.154283119,0.118840596,0.130388966,0.086150619,0.059740178
0.147497144,0.09330039,0.364541102,0.122881468,0.122878469,0.136144597,0.128155847,0.047982399,0.038961129
0.129918543,0.0891903,0.337265131,0.113877231,0.109810892,0.13603701,0.137212308,0.032715274,0.038095155
0.121187461,0.064529367,0.2886105,0.072563616,0.014543049,0.079415519,0.109546579,0.083424173,0.048484939
0.118626332,0.070283559,0.319203869,0.083686445,0.049952389,0.099060794,0.104211922,0.069792763,0.043290047
0.073923229,0.066378956,0.31994106,0.074152652,0.074401553,0.100890749,0.100241945,0.201199717,0.13766235
0.076484369,0.053020921,0.315517949,0.051377227,0.055643024,0.084232597,0.087029333,0.119956242,0.103896199
0.07473813,0.048499815,0.274972349,0.030720341,0.062809301,0.074248415,0.073506648,0.112322707,0.080519487
0.067054731,0.070283559,0.306671615,0.059851751,0.095057031,0.102801516,0.088890279,0.113958367,0.058874464
0.050640344,0.059186128,0.23811278,0.025953391,0.139318467,0.087865567,0.076670186,0.098146314,0.034632211
0.076135044,0.065351418,0.225580674,0.063559378,0.122457014,0.078285122,0.066745255,0.188658656,0.058874464
0.066356279,0.078298356,0.200884689,0.066207631,0.115290885,0.10802233,0.089138365,0.149945507,0
0.068917408,0.054665023,0.138960612,0.029661124,0.090420096,0.061196459,0.061596679,0.193020816,0.015584417
0.090570503,0.025893917,0.058975384,0.022245764,0.0594369,0.038052734,0.033186566,0.190294371,0.016450131
0.073341122,0.01027538,0.00147442,0,0.018551446,0.039963337,0,0.220829001,0.023376625
0.042491288,0.017879141,0,0.000529714,0.04089304,0.042681414,0.017926922,0.292802845,0.041558445
0.039115258,0.016440588,0.023958794,0.031250002,0.043418505,0.026507645,0.02109051,0.336968449,0.075324595
0.04575088,0.020961796,0.034279399,0.031779716,0.018336905,0.038967629,0.034427165,0.350054493,0.072727279
0.05413273,0,0.03907118,0.043432312,0.030983026,0.04120132,0.074747247,0.342966323,0.076190569
0.054365605,0.028359988,0.099520874,0.082097515,0.039835462,0.106972749,0.122883184,0.317884584,0.022510651
0.042840519,0.007603761,0.065241474,0.05932209,0.031615463,0.157942914,0.093356515,0.316793853,0.038095155
0.072875452,0.015618537,0.007003429,0.083686445,0,0.259398861,0.105018348,0.218102556,0.039826757
0.069965092,0.060624764,0.116107716,0.137711925,0.046790779,0.225355897,0.132559991,0.231733965,0.016450131