AMZN,ANSS,WMT,GOOG,FB,EPAM,BLKB,BABA,AAPL
0.98869077,0.984859333,0.76336702,0.962055014,0.953200194,0.971520469,0.951380784,0.968969813,0.973573879
1,0.976432022,0.761447635,0.96829831,0.949470683,0.980728179,0.942434867,0.983586126,0.981722854
0.983822079,0.979145949,0.744447498,0.976883213,0.959576505,0.970877921,0.923376076,0.973581443,0.995809081
0.999313096,0.993572389,0.743350679,1,0.962704453,0.984796594,0.948658127,0.979599804,1
0.987607224,1,0.707430609,0.982453724,0.971005728,0.936402694,0.927654587,1,0.983352656
0.981777018,0.989572975,0.700575659,0.962458749,0.97004324,0.919700209,0.949047023,0.994763178,0.976833472
0.987546116,0.959577386,0.727447142,0.980166321,0.955004742,0.913704513,0.962660481,0.958574424,0.956460948
0.993269385,0.953578057,0.703317804,0.961597402,0.955004742,0.902569694,0.931933097,0.971080216,0.905355027
0.978449995,0.766747777,0.679736751,0.96138223,1,0.719700282,0.932127633,0.981006776,0.891152444
0.974619205,0.78260267,0.66246217,0.937538784,0.968719852,0.731263473,0.9788021,0.971705517,0.916181476
0.960791701,0.769604469,0.652591016,0.938803539,0.966433964,0.730621096,0.978218552,0.945834037,0.889173423
0.934266253,0.769318738,0.686043195,0.944616492,0.942492796,0.726980711,1,0.903392204,0.846449353
0.948704277,0.741608366,0.69838224,0.818913361,0.855269507,0.71391859,0.891676406,0.857824068,0.780791629
0.951146167,0.727467671,0.694543469,0.820985589,0.854908595,0.721413365,0.780824651,0.857042405,0.769150187
0.959647047,0.71689768,0.680833571,0.813477208,0.869345517,0.723768847,0.788603609,0.884242625,0.777182806
0.944537581,0.70418521,0.699204807,0.80785282,0.862969206,0.726980711,0.806301062,0.879787474,0.766356171
0.748389796,0.700185795,0.666026853,0.861002802,0.907603372,0.736830968,0.817386243,0.912537217,0.76728751
0.749122344,0.685187894,0.637510265,0.850911033,0.902550461,0.718201352,0.791520781,0.917304968,0.764144274
0.753685774,0.680474267,0.632574674,0.873408912,0.920235746,0.718201352,0.796966114,0.930436186,0.808148914
0.739034152,0.682331201,0.625993978,0.871713482,0.921198234,0.726980711,0.787436787,0.896904889,0.816414408
0.764384392,0.705470697,0.61941309,0.871229096,0.902069301,0.731263473,0.804356332,0.930045354,0.809546004
0.770031369,0.68590212,0.643542648,0.864985636,0.89268529,0.727194886,0.772851022,0.921369404,0.775902235
0.78588866,0.675903591,0.629284216,0.860007094,0.878368616,0.719486085,0.780630135,0.937627041,0.764377149
0.804401533,0.645907788,0.619139029,0.863828465,0.880654492,0.720128462,0.758265257,0.970142308,0.770779977
0.800143455,0.632195474,0.57526719,0.819020947,0.866818965,0.704925056,0.749902752,0.957870875,0.763212935
0.79495432,0.631195631,0.476555978,0.830862021,0.87776704,0.701927219,0.737650768,0.949820234,0.762514472
0.791886635,0.630481405,0.434603717,0.835948312,0.874518676,0.710492551,0.735122471,0.927231528,0.756228175
0.78283625,0.618768792,0.445845943,0.811916466,0.862608294,0.703426127,0.72578766,0.924808532,0.757275858
0.770931871,0.608913127,0.437071389,0.762722379,0.828681358,0.695503321,0.734733576,0.923401685,0.735040668
0.776716154,0.610341481,0.4406361,0.779165194,0.847208896,0.692291308,0.728704832,0.92222919,0.74668211
0.774564246,0.597914641,0.419522747,0.767001362,0.841313733,0.665952891,0.710618483,0.883539201,0.738882367
0.761240415,0.582916839,0.411022665,0.782717516,0.858156778,0.662312676,0.716258332,0.876504701,0.742491179
0.737736915,0.567204711,0.433232645,0.756855717,0.832410882,0.608137127,0.703617316,0.857198759,0.732712415
0.724993049,0.557349047,0.442555486,0.743373087,0.819778507,0.608993658,0.69486576,0.863060883,0.74377175
0.728182857,0.553492398,0.44529741,0.690546028,0.778031805,0.589721687,0.636911732,0.832030703,0.731082613
0.73147942,0.554492255,0.438716741,0.680077462,0.761910391,0.581156333,0.631271884,0.852118182,0.700931324
0.723924779,0.57320394,0.449136182,0.700422624,0.854186591,0.580085605,0.66122134,0.918946409,0.71653081
0.715484822,0.555634978,0.462297766,0.71097184,0.861044242,0.570663891,0.623103894,0.913084286,0.733992973
0.696758259,0.586630523,0.475733412,0.708630564,0.873796852,0.567023655,0.634189076,0.917461322,0.765192132
0.698574446,0.593058234,0.463394586,0.682338091,0.878007704,0.562526738,0.637884039,0.934031669,0.79615824
0.72194064,0.5952007,0.462023514,0.664011444,0.847810292,0.582441087,0.63827307,0.933328128,0.795459777
0.736515969,0.569918652,0.472442954,0.678247507,0.867420541,0.531049349,0.634967003,0.907691117,0.809546004
0.74958028,0.674617903,0.453249179,0.691218812,0.859239695,0.556959393,0.653831122,0.910817653,0.790919626
0.744467437,0.70832739,0.458184769,0.718076486,0.884384015,0.605781645,0.647413502,0.925433841,0.806868344
0.75107593,0.715469227,0.45132982,0.709949194,0.883301292,0.655460449,0.669000454,0.896826657,0.820954571
0.770306075,0.684045185,0.436797356,0.701902718,0.889918086,0.592719524,0.677751854,0.887056452,0.828405082
0.778578172,0.664476608,0.431313259,0.694959535,0.859119266,0.589721687,0.660637929,0.847506677,0.794994201
0.789856756,0.664762353,0.465313971,0.720390825,0.886308991,0.596145563,0.650136179,0.859074569,0.825611078
0.763880812,0.653620987,0.464217152,0.698484921,0.872834365,0.573875904,0.629521514,0.840784768,0.83317812
0.756829753,0.665190835,0.456539637,0.700207287,0.856352231,0.564454019,0.64196817,0.854697532,0.835157142
0.738423725,0.659762981,0.417329328,0.724131547,0.871992305,0.537687422,0.642162549,0.863451597,0.858090795
0.759134245,0.669904476,0.409103307,0.729486886,0.871390729,0.520985087,0.650330694,0.868923006,0.857508688
0.74132346,0.656906289,0.421990638,0.703221349,0.846727556,0.483511851,0.645079722,0.865093046,0.84994182
0.73746221,0.637766108,0.428297082,0.680938645,0.824230023,0.468736625,0.619992187,0.835079007,0.844819562
0.757272319,0.653049625,0.408006487,0.660808984,0.814485101,0.471306283,0.644690846,0.842035385,0.82805585
0.760858864,0.654906474,0.42445831,0.666406598,0.80341679,0.467451893,0.641384622,0.868923006,0.809313128
0.741003016,0.645764923,0.416506542,0.680911871,0.8205005,0.485224956,0.628160196,0.894403662,0.802444712
0.72035342,0.647621872,0.460926694,0.696305104,0.832170398,0.49421849,0.631660779,0.900656616,0.810710043
0.708082767,0.672475437,0.462571827,0.69008858,0.843358945,0.506638234,0.658498684,0.890182988,0.80838179
0.706922836,0.637908973,0.454071745,0.641567278,0.820981659,0.510064273,0.644690846,0.849460718,0.778463376
0.717896252,0.624053794,0.443103799,0.65235877,0.816530324,0.508565343,0.6314664,0.835782431,0.781839313
0.72636667,0.622768206,0.453797492,0.653193014,0.810514925,0.491434657,0.633800044,0.807800547,0.786030244
0.73994993,0.665476365,0.488894996,0.696197518,0.847690044,0.540257058,0.667250084,0.773253118,0.822002254
0.719178212,0.630909887,0.483136674,0.683441385,0.859720842,0.543683097,0.6549981,0.75957483,0.829569296
0.727083942,0.618768792,0.481217289,0.68465243,0.856713143,0.535546116,0.67191749,0.735032083,0.809196772
0.730289028,0.586059162,0.472991487,0.66236989,0.824590935,0.486723864,0.654220173,0.712287014,0.781606437
0.757165474,0.582631109,0.480120689,0.643128184,0.816409896,0.517130697,0.649552767,0.7128342,0.75646105
0.764124963,0.611912685,0.506169413,0.685271502,0.861886302,0.531263375,0.694087989,0.757542667,0.823282824
0.764979635,0.607199044,0.50562088,0.695739906,0.862487878,0.531691726,0.711785306,0.757620789,0.811874257
0.741613442,0.615055107,0.497120825,0.70265615,0.871510977,0.540257058,0.720925738,0.768094418,0.797089579
0.724718343,0.605627839,0.475185098,0.698888656,0.84311828,0.565524747,0.713535675,0.725027401,0.7689173
0.763010864,0.592344007,0.485878819,0.687289855,0.83072657,0.533190655,0.719369884,0.724949278,0.759371411
0.774961074,0.650764294,0.476555978,0.705428104,0.839268521,0.589293336,0.686892287,0.713928463,0.777648382
0.778669742,0.6900443,0.475733412,0.70661221,0.846005744,0.621841603,0.742123638,0.735969983,0.695110602
0.771511836,0.680331501,0.461749261,0.705724088,0.838666945,0.619486121,0.804550693,0.737689547,0.679743817
0.770504489,0.664333643,0.456813697,0.735407422,0.877165464,0.609421859,0.794826849,0.758089744,0.688707774
0.784194596,0.652192648,0.455991131,0.715385348,0.852983619,0.616488284,0.800466698,0.731436593,0.70104768
0.784652437,0.656477679,0.431861792,0.752280749,0.794874851,0.641970127,0.81388566,0.744255094,0.734807967
0.771817095,0.656906289,0.421442133,0.760085115,0.790904663,0.633404794,0.810385057,0.718071014,0.726426105
0.821052387,0.649478707,0.376747919,0.839850495,0.79956685,0.65010713,0.781991454,0.71666405,0.718859063
0.860672698,0.639194446,0.356457352,0.819882131,0.780678413,0.647965823,0.750486163,0.713772101,0.697671731
0.871050966,0.629767278,0.352892642,0.807045511,0.781881565,0.633404794,0.751069555,0.715491672,0.698486539
0.851317055,0.632195474,0.348779837,0.814419206,0.777189553,0.611777341,0.75320882,0.723620428,0.706402813
0.849912879,0.615769234,0.357828205,0.799644881,0.761790155,0.612419697,0.726176555,0.728310174,0.695459834
0.829645021,0.610627097,0.362489735,0.767404933,0.724133696,0.573875904,0.729482759,0.708613409,0.689406237
0.834269279,0.609484374,0.361666949,0.774321177,0.727021148,0.583511815,0.735122471,0.713303154,0.683352629
0.831476392,0.608341766,0.326295604,0.75055838,0.718479209,0.569164962,0.732983362,0.695247831,0.668568126
0.827782909,0.609484374,0.295859603,0.741597008,0.714148109,0.582655262,0.760793398,0.691183394,0.644936009
0.805790338,0.584773688,0.282972271,0.704620794,0.670476432,0.563811642,0.732399795,0.666249815,0.642491237
0.793229702,0.575917767,0.276391575,0.701149121,0.64918187,0.553319008,0.712563233,0.650617487,0.637019747
0.791428791,0.578060333,0.333973119,0.673672704,0.62439845,0.579443249,0.703228265,0.639831141,0.62677522
0.800402884,0.557349047,0.337811864,0.64164809,0.592877818,0.548394061,0.665888746,0.638033455,0.609895163
0.78150846,0.556349204,0.333698867,0.655157658,0.611164499,0.567666032,0.682224881,0.658902597,0.625727525
0.785079727,0.550635706,0.334795686,0.620145922,0.588185638,0.555460464,0.663944016,0.628575959,0.61885912
0.758050699,0.567918938,0.343569993,0.647137953,0.61886421,0.580085605,0.676390516,0.627872418,0.624912717
0.737263796,0.550064344,0.350424942,0.671519661,0.619586022,0.568950786,0.673473325,0.627168994,0.620954498
0.746817852,0.57291821,0.366328479,0.732608533,0.646053923,0.57644539,0.749708236,0.651711742,0.645983704
0.7197429,0.562062588,0.352618581,0.697193226,0.614051963,0.555246288,0.766044371,0.63279664,0.621536605
0.741628719,0.583630966,0.33863443,0.764310224,0.650264594,0.587152029,0.744457419,0.642176014,0.645867348
0.753731513,0.579917182,0.320537255,0.800156205,0.668070308,0.591648796,0.749319341,0.644364532,0.651222318
0.7757089,0.581774131,0.339182744,0.777281529,0.647978718,0.552676652,0.712563233,0.638580641,0.643655451
0.755028842,0.578346078,0.358925024,0.783632575,0.654114546,0.567451857,0.701283536,0.646553042,0.64644928
0.781279491,0.557206182,0.339731249,0.759896716,0.634143372,0.541755988,0.69039287,0.60817577,0.63643764
0.796175266,0.581774131,0.33863443,0.778034962,0.641602407,0.56873661,0.70906263,0.616695358,0.65192077
0.792451323,0.568918795,0.331505228,0.73069793,0.614773775,0.548179864,0.693115546,0.580740956,0.604540193
0.793870681,0.559348762,0.432136045,0.737506427,0.604667952,0.535117765,0.674251251,0.582382405,0.628055778
0.779158138,0.583059605,0.459281589,0.760246578,0.610081775,0.542184189,0.673278809,0.594810075,0.638183961
0.783095679,0.579203055,0.448861929,0.767351221,0.615254934,0.551177723,0.691170797,0.594263006,0.65483113
0.77171025,0.578203212,0.441184413,0.739094268,0.588306054,0.5241971,0.665110819,0.613647062,0.641210666
0.735783328,0.608484531,0.446119977,0.757743838,0.602261829,0.534475388,0.672695417,0.616460881,0.682654178
0.75455563,0.643336726,0.432684331,0.848112145,0.663739221,0.572162799,0.721120254,0.63912771,0.752619351
0.761148846,0.663048155,0.438716741,0.841465111,0.644610107,0.568308409,0.710229452,0.508597792,0.757042982
0.736912705,0.663905147,0.432684331,0.82970485,0.640880595,0.566167103,0.709257145,0.500625336,0.746332879
0.757363888,0.680188522,0.469152715,0.848838806,0.650745934,0.594004278,0.716258332,0.506487459,0.740279282
0.806141429,0.679474509,0.451604073,0.827094362,0.65050527,0.610492587,0.693310062,0.496795369,0.757974321
0.805836168,0.656192062,0.456813697,0.803816113,0.625481185,0.630835137,0.659276611,0.495544814,0.7315482
0.795045889,0.634338054,0.423635744,0.798191561,0.624639126,0.575588838,0.617658562,0.48374239,0.726658818
0.807774479,0.640765665,0.411296945,0.827847959,0.635707436,0.56873661,0.627187889,0.495075867,0.737252565
0.800738603,0.625624998,0.410748412,0.815979948,0.632699737,0.58137053,0.636328321,0.495701114,0.736554114
0.784286163,0.63262397,0.415684003,0.81078607,0.630654525,0.597430488,0.621159165,0.492887287,0.739580819
0.782256285,0.601199929,0.411296945,0.771549391,0.607555224,0.572805176,0.61104627,0.48647804,0.733410866
0.785430817,0.610484346,0.420619566,0.755025761,0.583854719,0.549464789,0.6005445,0.487415995,0.738766011
0.784026734,0.602771147,0.422264891,0.736295379,0.585899931,0.554818108,0.601516962,0.501641414,0.740977908
0.780363806,0.575346406,0.428297082,0.715170011,0.583734303,0.538972155,0.571178455,0.489682691,0.730151286
0.760477312,0.548778757,0.394570842,0.705024365,0.578922056,0.514346864,0.552897746,0.474441139,0.724097677
0.747031451,0.541636919,0.32821499,0.67644449,0.545115536,0.497858704,0.545118633,0.47014228,0.697438856
0.74570366,0.562491184,0.327940737,0.739363317,0.604427288,0.515203416,0.5756515,0.495935591,0.758207196
0.729174929,0.55049284,0.360296097,0.723431824,0.609359952,0.523340548,0.562038178,0.47545728,0.760884682
0.727114495,0.542494025,0.34439256,0.710352768,0.611044263,0.505567506,0.561065736,0.467172099,0.765541363
0.706159733,0.542351146,0.355908819,0.705993138,0.607555224,0.509850097,0.539284268,0.465765252,0.740512158
0.738683154,0.551635563,0.371538103,0.701095408,0.610562923,0.515417592,0.552119819,0.464358335,0.732479539
0.72632084,0.562348319,0.372086609,0.710218244,0.612848811,0.505567506,0.550952997,0.464514634,0.740977908
0.73147942,0.560062874,0.355634786,0.715950382,0.619826698,0.511563181,0.552119819,0.439971887,0.729569179
0.710524656,0.561062731,0.366054226,0.696654966,0.609961528,0.502355471,0.552508695,0.433562632,0.682421477
0.712554535,0.536637662,0.361666949,0.708845736,0.617300327,0.498286906,0.54395181,0.432155723,0.654132679
0.71846094,0.415369291,0.345763632,0.696412691,0.628729549,0.44432551,0.559509882,0.437705191,0.660302632
0.712691841,0.413226711,0.339182744,0.667886689,0.640519683,0.433618872,0.580902298,0.44958573,0.665541246
0.689966721,0.413940952,0.331231167,0.657471997,0.636669924,0.4346896,0.593737849,0.438564969,0.654714786
0.695125301,0.403371062,0.329860095,0.639683613,0.610081775,0.428265552,0.572539948,0.429341896,0.620605267
0.700467018,0.403228196,0.336989297,0.554347557,0.579403203,0.43126339,0.55017507,0.428794764,0.622235057
0.709486848,0.401085616,0.336715044,0.547565835,0.565688105,0.440042919,0.546091075,0.425199337,0.620954498
0.711455618,0.397800328,0.326295604,0.549099805,0.564846034,0.424625338,0.541812565,0.429185596,0.630849794
0.675986633,0.395372118,0.318892149,0.523426405,0.552574571,0.432762319,0.544535221,0.424339559,0.620488911
0.665898441,0.372518267,0.323279399,0.470760806,0.531039346,0.428693753,0.543368419,0.410661271,0.604540193
0.652025198,0.372661132,0.319440655,0.466616512,0.532483162,0.419700198,0.541618049,0.409488831,0.606519215
0.649476462,0.369375844,0.299424121,0.457358991,0.514076052,0.397644565,0.532672133,0.392293293,0.586030171
0.649155925,0.360662788,0.29448853,0.453618269,0.498315742,0.387366106,0.509140452,0.395966898,0.592083768
0.635603311,0.349664416,0.283520584,0.454560102,0.503849801,0.396573837,0.503500603,0.400109458,0.599417935
0.640990767,0.334952245,0.274197963,0.41793375,0.479427293,0.379229125,0.50622326,0.38799438,0.590337622
0.636625843,0.337666072,0.282149704,0.419979039,0.48171318,0.375803086,0.506806671,0.391277153,0.599068703
0.643615887,0.343093925,0.281875452,0.417368552,0.485803604,0.395717434,0.514002373,0.389792121,0.597089681
0.640883921,0.341951217,0.271730072,0.421082334,0.499278038,0.388008654,0.508167989,0.399640449,0.615017421
0.614450042,0.338094553,0.267343014,0.420920873,0.496150102,0.393575978,0.50252816,0.378458652,0.616996443
0.632092965,0.345950617,0.227035859,0.429559487,0.500842102,0.382869339,0.516141619,0.371033319,0.620721798
0.641448609,0.332095439,0.233068269,0.439059119,0.509023141,0.373447604,0.503306068,0.366343629,0.624912717
0.648591237,0.337808937,0.242939396,0.447563207,0.507579325,0.370449767,0.502917192,0.366968883,0.633643799
0.630032627,0.355235035,0.238003832,0.458273887,0.5141963,0.371306148,0.485219719,0.371424088,0.621187374
0.63522176,0.356377757,0.244858781,0.43408058,0.511429265,0.396573837,0.499805484,0.369391933,0.620721798
0.652010014,0.354949304,0.231422917,0.439301394,0.515760364,0.405139169,0.499222073,0.377364389,0.623864859
0.648270793,0.351806981,0.208116145,0.439059119,0.518647635,0.393361974,0.488525787,0.382523088,0.626076756
0.624889324,0.346664844,0.196599885,0.410829105,0.507940237,0.376873643,0.4875535,0.369157455,0.622351588
0.617304037,0.33895166,0.178502929,0.407034672,0.490616031,0.359314777,0.474912465,0.371345974,0.5883586
0.601736822,0.339665772,0.177131857,0.393363644,0.490856515,0.348393962,0.48949823,0.371033319,0.585564584
0.598653858,0.352378228,0.183986806,0.401840794,0.481111604,0.339614604,0.486581057,0.372674706,0.588824176
0.570693774,0.353092455,0.194680499,0.434161392,0.481833416,0.333404732,0.487358984,0.35579176,0.594644897
0.556683224,0.349950032,0.185083625,0.436502669,0.468840142,0.322055717,0.469467152,0.347975596,0.576251395
0.554836483,0.365804925,0.187277236,0.484781696,0.486044268,0.334261285,0.509140452,0.364858542,0.595110659
0.557537896,0.362376872,0.184809345,0.494792653,0.484841116,0.331905803,0.498638681,0.35204004,0.577997716
0.558575705,0.361377015,0.199890315,0.485804342,0.486645844,0.344111371,0.49824963,0.352196332,0.586146691
0.55115837,0.359091584,0.203729087,0.481552298,0.48339748,0.341113512,0.489692765,0.337033013,0.583469217
0.572174149,0.347950332,0.207567831,0.477300254,0.478585233,0.350107046,0.471800913,0.341410049,0.566356274
0.565062075,0.355806396,0.186454478,0.477084917,0.481953844,0.355888738,0.471800913,0.348679082,0.568800883
0.56675614,0.350664259,0.190567475,0.470922269,0.472208741,0.359528952,0.457409528,0.33468814,0.56810242
0.566069329,0.34295106,0.183986806,0.458623748,0.465591947,0.355032186,0.443212794,0.333515708,0.562747287
0.565397888,0.343808052,0.182341673,0.449716086,0.459335883,0.349464691,0.441656941,0.333359408,0.56647263
0.568541867,0.340665629,0.184261059,0.440404688,0.454282972,0.333618908,0.443796206,0.32874784,0.572526226
0.565291043,0.337380441,0.184535092,0.429290437,0.455726608,0.349464691,0.440101087,0.326246675,0.570430674
0.56611516,0.348236063,0.188648117,0.432788885,0.452718908,0.355888738,0.445352059,0.334062839,0.575552943
0.562299647,0.344807909,0.20866465,0.436960117,0.447786245,0.395289083,0.442045836,0.333124931,0.566007054
0.55546228,0.377660404,0.200164376,0.449366224,0.455726608,0.382869339,0.442045836,0.339768663,0.575669288
0.556362688,0.354806539,0.213325961,0.416991916,0.433108647,0.356102742,0.399649879,0.330858243,0.543073389
0.561353408,0.361805511,0.235535941,0.433327145,0.443575573,0.354389809,0.440490138,0.336329527,0.542374763
0.559872941,0.322525405,0.253358836,0.431604779,0.431905675,0.371092144,0.427849103,0.331249012,0.539231701
0.566237282,0.317526148,0.223745428,0.438843946,0.430943199,0.345182099,0.428821409,0.327419108,0.537718256
0.553966535,0.273675266,0.234713374,0.437309978,0.440086534,0.343040643,0.426098733,0.341019218,0.544470315
0.559460929,0.281388465,0.227584173,0.439731903,0.41121269,0.323126273,0.433877847,0.324761643,0.539697278
0.554271795,0.262105418,0.170551161,0.430070808,0.408926814,0.283511753,0.436795019,0.312255734,0.528288711
0.564878937,0.264390849,0.156841262,0.419548366,0.412656325,0.293147813,0.433683331,0.314600606,0.523981435
0.570098531,0.25053567,0.151905672,0.405608288,0.407844078,0.220985025,0.436600503,0.32030643,0.525843938
0.571365307,0.234823656,0.151083133,0.409564348,0.412776754,0.203426137,0.412096535,0.320619021,0.520139736
0.554012366,0.21782604,0.126679322,0.406308011,0.415182877,0.209850185,0.402372692,0.332421445,0.499999913
0.552593007,0.213398144,0.133534271,0.391318352,0.416867177,0.205567422,0.384480703,0.326637507,0.486379448
0.550395268,0.205684945,0.162599392,0.380257814,0.416265601,0.190364017,0.377868568,0.334297309,0.489871916
0.54076492,0.190115783,0.127776141,0.377082289,0.416987425,0.170449668,0.215674843,0.336095058,0.48544811
0.54097861,0.190544279,0.102549956,0.373287693,0.388594729,0.189293288,0.24387393,0.314678784,0.479511044
0.527135921,0.187544721,0.089114338,0.358136735,0.391241528,0.167237655,0.268183616,0.315225915,0.465075586
0.517826015,0.189258691,0.091856263,0.358540306,0.378248242,0.184154145,0.281602422,0.311239648,0.450989545
0.515307833,0.17040424,0.09734014,0.350574641,0.37656393,0.149892943,0.269155923,0.314756898,0.444586717
0.504303863,0.161691199,0.084453,0.342945205,0.405317538,0.165738726,0.250875117,0.320462729,0.447147846
0.49688653,0.161976929,0.098436959,0.345891923,0.370308047,0.157601745,0.28471413,0.318430511,0.36100115
0.50079361,0.165119352,0.089662624,0.360773996,0.378248242,0.156745192,0.296382703,0.316163816,0.364260742
0.546198204,0.171832593,0.068823744,0.417260966,0.392685164,0.187580355,0.314469052,0.324370811,0.367986003
0.534598993,0.184687915,0.098162898,0.441050698,0.399903715,0.187366179,0.315441494,0.329685803,0.367869647
0.521061562,0.186116268,0.102549956,0.450523395,0.384263641,0.213062048,0.317775139,0.339924962,0.367171102
0.531592413,0.179403027,0.116534134,0.418767995,0.358878644,0.196573888,0.32866594,0.319368466,0.344935994
0.53981868,0.165547848,0.095969287,0.406496412,0.353585069,0.160385406,0.302994994,0.295763682,0.346216564
0.544977259,0.16254829,0.110501724,0.368040105,0.330846956,0.181584658,0.306301062,0.277395649,0.345285226
0.540963334,0.165262117,0.122566517,0.36038373,0.336982688,0.186295451,0.302994994,0.278255427,0.342724097
0.519474342,0.16640484,0.136002162,0.370865765,0.341434023,0.203211962,0.323414968,0.276926695,0.345168788
0.512514852,0.165404983,0.144502217,0.366936644,0.340832543,0.206852347,0.316802832,0.277864658,0.345285226
0.497939614,0.172975316,0.109130652,0.37573672,0.346486934,0.2139186,0.345196435,0.279037036,0.334109453
0.49902316,0.170975601,0.132163391,0.371646136,0.325794045,0.209207658,0.333527862,0.276145094,0.336554144
0.496642284,0.168261675,0.147518422,0.375817368,0.319417638,0.220342648,0.338389784,0.284273905,0.342374865
0.500060969,0.175260747,0.139292593,0.36742103,0.298484072,0.213062048,0.300466698,0.282788818,0.334924354
0.511385476,0.1766891,0.152453985,0.372426671,0.30510106,0.210706566,0.297549525,0.266922013,0.333527346
0.506043759,0.171832593,0.140115159,0.371081102,0.287175194,0.211349114,0.295604776,0.260434581,0.320954658
0.483730652,0.182688215,0.166163884,0.338437583,0.254210734,0.165952901,0.308245811,0.264186371,0.305820748
0.478968898,0.178831665,0.162050887,0.319276689,0.230389802,0.157601745,0.307078989,0.23401597,0.29895225
0.480525565,0.163262403,0.151083133,0.3172314,0.208373428,0.142612429,0.273434433,0.219087065,0.300465696
0.479106205,0.150978442,0.163696212,0.278694277,0.186597707,0.156531016,0.253403335,0.212912295,0.296623997
0.455389015,0.153406753,0.167534956,0.308215987,0.202237685,0.15588864,0.256709403,0.209160568,0.307217744
0.419874199,0.152121165,0.168905836,0.314297986,0.20909524,0.141327589,0.252430971,0.209473222,0.307566976
0.414517205,0.160262845,0.179599529,0.331790385,0.222208859,0.162740867,0.279074282,0.210801954,0.313387697
0.408717644,0.155406453,0.175212471,0.327376878,0.213306008,0.147965748,0.266238886,0.204939831,0.304772972
0.432038099,0.150692812,0.176583324,0.331010014,0.214870072,0.125481828,0.251653044,0.205018009,0.302095486
