NVDA,MSFT,IBM,HPE,GOOG,FLEX,TSLA,SNE,ORCL
0.482401011,0.418488786,0.76770672,0.851727969,0.331010014,0.54805492,0.268429116,0.297317152,0.229398621
0.442908024,0.418212063,0.771918951,0.861381263,0.339890739,0.556064073,0.265321338,0.302462319,0.22216048
0.42892312,0.418212063,0.776131182,0.857668458,0.344896216,0.54576659,0.269837958,0.311650117,0.231625848
0.422218746,0.420426234,0.761778405,0.849500285,0.338921966,0.537757437,0.244727127,0.315325236,0.22605803
0.41876178,0.383891496,0.762558483,0.831678563,0.329772032,0.537757437,0.243732675,0.300624796,0.237193666
0.400219977,0.391641372,0.782683413,0.849500285,0.348744524,0.559496568,0.223387078,0.316060297,0.335189384
0.393829903,0.3944091,0.790327579,0.863609075,0.34664552,0.537757437,0.227986589,0.314590213,0.33630297
0.384925623,0.40271245,0.78689541,0.864351636,0.344035032,0.566361556,0.225748956,0.342521119,0.329621288
0.373088194,0.380293351,0.743369778,0.862123952,0.325654676,0.566361556,0.202046967,0.325615607,0.315701465
0.345432637,0.374757867,0.759282477,0.907420692,0.325708386,0.564073227,0.201011041,0.335905905,0.31625837
0.337156909,0.348187066,0.741185706,0.917074115,0.291073449,0.573226545,0.201466849,0.327085618,0.306792779
0.348837215,0.358151113,0.732293225,0.920044487,0.276998847,0.558352403,0.205030438,0.306872499,0.305122511
0.357531972,0.318848648,0.663026656,0.866579319,0.24448985,0.550343249,0.174781451,0.290334425,0.25779517
0.365860051,0.326321662,0.655070182,0.885143603,0.253666726,0.540045767,0.178717957,0.289599365,0.229955525
0.357060549,0.299474138,0.657878419,0.858411147,0.221319189,0.520594966,0.156632009,0.286659269,0.203786203
0.349151467,0.298090274,0.654758341,0.822767701,0.214376007,0.479405034,0.158330944,0.29253946,0.214922117
0.331185827,0.327428692,0.692199746,0.854698213,0.241610313,0.504576659,0.189491549,0.323778011,0.297884148
0.326943222,0.350401348,0.712636532,0.850242719,0.276057015,0.538901602,0.190196033,0.339213512,0.317928693
0.350827561,0.337116016,0.728081228,0.82053989,0.269059956,0.528604119,0.217337242,0.342153607,0.30400887
0.356327263,0.334901735,0.706552289,0.811629156,0.251406097,0.537757437,0.219533401,0.339581024,0.302338547
0.360831772,0.331303699,0.688455518,0.836134057,0.249549203,0.534324943,0.204989022,0.360161655,0.292872956
0.361093678,0.351231655,0.69921998,0.785639261,0.269140771,0.513729977,0.196825921,0.364571835,0.292316275
0.360098481,0.344035474,0.700780136,0.804203545,0.271643508,0.488558352,0.169270317,0.349136334,0.281180361
0.358422392,0.329919697,0.663650572,0.818312207,0.248338159,0.480549199,0.171342169,0.327820642,0.279510094
0.354913074,0.337946296,0.654446266,0.839846863,0.277106433,0.480549199,0.18642525,0.346931299,0.301224961
0.356903426,0.310545326,0.646489792,0.834648807,0.258941249,0.488558352,0.166825487,0.334803406,0.270601407
0.351822753,0.288956534,0.636817483,0.825737946,0.242821358,0.471395881,0.16616254,0.343623692,0.241091216
0.347842018,0.26819816,0.629641336,0.821282579,0.18251302,0.467963387,0.156549118,0.357589109,0.24832958
0.319348434,0.293108237,0.677379199,0.818312207,0.23079205,0.470251716,0.186010855,0.361999288,0.256681584
0.305992039,0.284251358,0.660998497,0.800490612,0.253774312,0.464530892,0.1727096,0.35207643,0.263919948
0.328671705,0.324937688,0.576599073,0.812371718,0.314997709,0.47826087,0.19222641,0.365674334,0.262249402
0.222868207,0.33324112,0.582215298,0.813114279,0.328991661,0.466819222,0.212447701,0.381844896,0.238864212
0.23433899,0.331857145,0.590795688,0.803460856,0.307489492,0.467963387,0.205279114,0.372657098,0.236636984
0.240624371,0.284528081,0.539469509,0.724005921,0.252321157,0.431350114,0.194298262,0.388460111,0.191536703
0.241200492,0.298366997,0.538533503,0.706184198,0.252617141,0.449656751,0.181287033,0.409408291,0.193207193
0.221820663,0.304456147,0.531981272,0.722520798,0.270297939,0.467963387,0.18377328,0.408305792,0.177616881
0.223863398,0.314696918,0.545085734,0.726976165,0.310422739,0.487414188,0.195251293,0.384784991,0.201558976
0.228053651,0.31801823,0.559126436,0.755936433,0.312925479,0.498855835,0.224008609,0.406835707,0.199331748
0.229572617,0.316634366,0.542277746,0.733659343,0.342070553,0.533180778,0.233290526,0.412715898,0.185411926
0.240624371,0.323000239,0.553822286,0.735144465,0.342016679,0.463386728,0.250031063,0.414185983,0.188196057
0.237481662,0.337669573,0.5297972,0.706184198,0.352027797,0.443935927,0.242696749,0.425578816,0.193207193
0.238110208,0.34763362,0.515288729,0.69133272,0.375171522,0.424485126,0.243111082,0.425946328,0.195991158
0.245862167,0.347910343,0.510452566,0.697273336,0.38981132,0.45194508,0.244851434,0.436604137,0.190979966
0.244343201,0.310822049,0.495787948,0.693560403,0.352835106,0.447368421,0.233787749,0.435501675,0.172049007
0.238267337,0.244118475,0.525273113,0.712124687,0.346376309,0.45423341,0.229685524,0.457919902,0.180957694
0.221663534,0.25186824,0.52121681,0.700986142,0.358567244,0.477116705,0.248166409,0.464902592,0.195434198
0.222658726,0.255466386,0.512792567,0.681679425,0.341774568,0.470251716,0.229685524,0.486585796,0.199331748
0.216059093,0.243288167,0.575975142,0.666827947,0.300600184,0.455377574,0.208386892,0.460492486,0.192093608
0.216792384,0.248823651,0.570982833,0.686134792,0.296751875,0.443935927,0.218953286,0.464167532,0.198775067
0.211554588,0.234984735,0.559594439,0.703213953,0.295836815,0.434782609,0.234409342,0.478133022,0.177616881
0.213544935,0.240243606,0.56848667,0.721035548,0.3172314,0.457665904,0.239671804,0.457184878,0.178730467
0.210192746,0.242457777,0.576286982,0.719550426,0.308969583,0.465675057,0.233829228,0.4601249,0.176503239
0.215849576,0.265983989,0.611076546,0.758164116,0.316693137,0.480549199,0.237351339,0.458287377,0.210467662
0.214278221,0.259341254,0.59001561,0.74628301,0.287467415,0.488558352,0.219367681,0.450937102,0.215478798
0.219358889,0.257680667,0.608892474,0.771530344,0.292257555,0.489702517,0.237558536,0.457919902,0.224387485
0.21804944,0.254912801,0.612012552,0.780441205,0.291207974,0.481693364,0.268470594,0.466005091,0.239977853
0.220615949,0.243841752,0.602340243,0.749995944,0.291100387,0.433638444,0.280694507,0.458654963,0.224387485
0.225277624,0.248823651,0.620280868,0.769302661,0.280685695,0.42791762,0.29018356,0.471885245,0.231069167
0.22564427,0.25380566,0.63962572,0.7767284,0.293414726,0.433638444,0.250113954,0.475927913,0.247215994
0.226429908,0.248270205,0.62808118,0.787866945,0.287279017,0.40617849,0.236315413,0.477030559,0.238307307
0.226796554,0.265707156,0.630889167,0.798262928,0.30490594,0.431350114,0.259395871,0.489525965,0.25612468
0.220930248,0.263492984,0.60717639,0.789352067,0.308808123,0.441647597,0.257489742,0.485483297,0.24832958
0.217682799,0.234431289,0.563650524,0.779698644,0.285126138,0.431350114,0.270666749,0.485115712,0.233296171
0.216425739,0.249100484,0.579251148,0.793807434,0.319276689,0.42791762,0.264285412,0.490260842,0.244432085
0.204902561,0.259894839,0.596879931,0.813114279,0.320110936,0.433638444,0.260058818,0.501653785,0.260022175
0.208097622,0.258234113,0.587831538,0.804203545,0.290535189,0.414187643,0.25504497,0.484013213,0.260022175
0.208464268,0.231940256,0.570982833,0.767074977,0.277590819,0.377574371,0.252641613,0.448364519,0.235523398
0.207626241,0.235261569,0.577535064,0.771530344,0.262224524,0.370709382,0.259685897,0.427416339,0.244432085
0.198355337,0.244118475,0.561466436,0.740342393,0.270782325,0.352402746,0.255790807,0.423741293,0.227171393
0.201393248,0.242457777,0.589859697,0.730688971,0.278532817,0.356979405,0.23515518,0.448732104,0.335189384
0.197045888,0.216717366,0.564742677,0.673511125,0.253585911,0.351258581,0.218538953,0.439544306,0.301224961
0.196260214,0.224190408,0.592199697,0.658659774,0.246050756,0.324942792,0.217047216,0.437339197,0.297327411
0.184265677,0.238582881,0.630889167,0.668313197,0.271159125,0.321510297,0.226370549,0.456082232,0.325167056
0.181489629,0.215333502,0.590327685,0.640838052,0.245969944,0.316933638,0.210500156,0.44799708,0.288975462
0.186098895,0.249100484,0.64196572,0.674996247,0.288113261,0.370709382,0.222475459,0.472620306,0.327394283
0.179656406,0.255466386,0.683151352,0.727718726,0.301649604,0.3798627,0.240500595,0.484380688,0.356904251
0.195998324,0.254082522,0.663026656,0.710639692,0.300923107,0.386727689,0.245141522,0.48732082,0.356904251
0.193641316,0.255743109,0.65054611,0.73662946,0.277725508,0.392448513,0.224215806,0.454979733,0.356904251
0.198512466,0.253528937,0.650389948,0.732916782,0.270513276,0.386727689,0.236605501,0.436604137,0.351893115
0.195422166,0.249930792,0.640093723,0.682421858,0.265857496,0.390160183,0.283180692,0.437339197,0.355233928
0.198669616,0.261832259,0.648205876,0.689847597,0.271347523,0.395881007,0.280404415,0.45314221,0.360245065
0.189189194,0.267644576,0.653198185,0.70915457,0.279582399,0.372997712,0.296399115,0.462697447,0.360245065
0.19070816,0.265707156,0.631357405,0.704698948,0.272558404,0.35812357,0.316247488,0.474825414,0.357460933
0.192593772,0.269582024,0.636193567,0.70915457,0.272208542,0.359267735,0.320266889,0.484380688,0.348552247
0.192803268,0.263492984,0.642745798,0.698015898,0.272827617,0.347826087,0.327145387,0.477397998,0.346881979
0.19018437,0.261832259,0.661622428,0.71583762,0.279394,0.338672769,0.336344414,0.472620306,0.370824074
0.192331867,0.255743109,0.657566344,0.716580181,0.279582399,0.342105263,0.328429927,0.468577638,0.355233928
0.197412534,0.254359245,0.65819026,0.712124687,0.288382311,0.348970252,0.337007423,0.457919902,0.360801802
0.195369794,0.25380566,0.678783209,0.710639692,0.293979924,0.33409611,0.330833284,0.471885245,0.350779474
0.194007956,0.25269863,0.66443065,0.694303092,0.300465495,0.330663616,0.329714525,0.445056911,0.354677024
0.193169909,0.249377235,0.668486734,0.725862323,0.293011155,0.354691076,0.331247679,0.4601249,0.360801802
0.188194024,0.26819816,0.686895596,0.721778237,0.307274153,0.35583524,0.339452191,0.45938984,0.364699296
0.195788807,0.263216151,0.687987515,0.712867376,0.309373157,0.345537757,0.339535086,0.461594985,0.347995565
0.19777918,0.27318017,0.712636532,0.704698948,0.313759726,0.340961098,0.336634506,0.469680284,0.358574575
0.198093453,0.265430405,0.690015674,0.687619914,0.313302278,0.338672769,0.339700805,0.462697447,0.347995565
0.180599214,0.270412442,0.685179511,0.698758459,0.312172046,0.327231121,0.353913742,0.462697447,0.348552247
0.174366221,0.266537546,0.689391508,0.695045653,0.3054442,0.327231121,0.341814135,0.442484328,0.351893115
0.176356589,0.263769707,0.712168529,0.714352498,0.306682019,0.322654462,0.357850248,0.457919902,0.350222792
0.175570935,0.247993343,0.681747359,0.703213953,0.278129079,0.299771167,0.360253604,0.453509649,0.337416611
0.17274252,0.236368709,0.668018731,0.684649669,0.282354188,0.308924485,0.34028092,0.444321851,0.326837379
0.167661853,0.225574383,0.666614737,0.629699507,0.276675923,0.288329519,0.346123558,0.449834603,0.326837379
0.16221454,0.225574383,0.680187202,0.652719157,0.281546878,0.306636156,0.357767357,0.449834603,0.351336434
0.161428881,0.228342111,0.667238653,0.648263663,0.27054005,0.324942792,0.377574252,0.483278189,0.345211656
0.165042955,0.215333502,0.678939121,0.595541311,0.208966792,0.321510297,0.360253604,0.382947432,0.353563438
0.166980929,0.214779945,0.686115518,0.598511556,0.197825605,0.336384439,0.351468969,0.372289549,0.339086879
0.162162167,0.230556282,0.69063959,0.605937167,0.188810192,0.348970252,0.355695505,0.365674334,0.339643616
0.161533637,0.229726002,0.698907905,0.588115572,0.192443329,0.35812357,0.357767357,0.352443941,0.351893115
0.164519181,0.225297549,0.689859746,0.576234466,0.200435929,0.362700229,0.325695128,0.365674334,0.347438883
0.159543269,0.203985591,0.664586578,0.553957377,0.189375391,0.378718535,0.318360756,0.35795662,0.346881979
0.154253085,0.20703018,0.678783209,0.576977027,0.196264697,0.391304348,0.350930271,0.377067241,0.356904251
0.146658297,0.128978695,0.651014113,0.556927621,0.184881235,0.353546911,0.338084765,0.367879443,0.347438883
0.151896093,0.153058381,0.655382272,0.556927621,0.176323434,0.347826087,0.342187052,0.368981942,0.378619119
0.14822963,0.1458622,0.654134191,0.555442371,0.138835735,0.350114416,0.317946361,0.359426705,0.385857483
0.145348848,0.146969341,0.661934503,0.571778972,0.141796084,0.35812357,0.322628767,0.359426705,0.380289442
0.143934643,0.140603329,0.62667717,0.535393093,0.131112179,0.329519451,0.326772471,0.341418547,0.368596847
0.147182071,0.132300007,0.611388387,0.549501882,0.140961839,0.337528604,0.335557102,0.379639824,0.36636962
0.144353656,0.115139779,0.58471146,0.523511859,0.126026054,0.329519451,0.336095804,0.402058089,0.330734929
0.144458412,0.107113181,0.571138995,0.50123477,0.100567826,0.308924485,0.302946175,0.379639824,0.335746065
0.140372936,0.081649631,0.542121818,0.458908402,0.072929781,0.225400458,0.299465476,0.360896716,0.316815107
0.134244705,0.081649631,0.538533503,0.453710346,0.079415519,0.219679634,0.293249921,0.361264228,0.316815107
0.12397863,0.075837203,0.527769041,0.438858996,0.071826487,0.209382151,0.291343792,0.328188191,0.309576966
0.117483779,0.07556048,0.538221662,0.460393524,0.083290764,0.223112128,0.301785942,0.335538356,0.335189384
0.115912419,0.075837203,0.529329197,0.444056924,0.064156646,0.225400458,0.284299509,0.334068345,0.339086879
0.11229835,0.058400252,0.477535249,0.407670917,0.042654475,0.234553776,0.275639181,0.333700833,0.317928693
0.114131568,0.027954582,0.43447737,0.379453339,0.031701523,0.231121281,0.240832033,0.288864414,0.238864212
0.112245983,0,0.400156044,0.36460186,0,0.212814645,0.227406475,0.250643137,0.202672617
0.108317636,0.03874902,0.44836191,0.435888623,0.018730218,0.288329519,0.205030438,0.269753757,0.244432085
0.10486069,0.096318854,0.585023535,0.546531638,0.090449119,0.384439359,0.218497475,0.321205427,0.333519061
0.1074272,0.070855304,0.547113893,0.513858565,0.078581271,0.371853547,0.219574879,0.306872499,0.28786182
0.121883527,0.076390788,0.564742677,0.554699938,0.074490687,0.361556064,0.314672864,0.324145523,0.286748457
0.115283894,0.045391644,0.557878371,0.526482232,0.068489503,0.360411899,0.315045781,0.304299915,0.27227173
0.115493406,0.047052341,0.532605422,0.493809031,0.063134,0.338672769,0.297517931,0.281514139,0.269487766
0.117012372,0.054248522,0.518096732,0.473017191,0.113296856,0.359267735,0.307711409,0.278574043,0.211581248
0.112612623,0.03487404,0.512168417,0.483413175,0.136332995,0.347826087,0.306758374,0.284454234,0.20044539
0.116959983,0.03874902,0.518096732,0.447027168,0.134583855,0.342105263,0.295404668,0.272326341,0.22216048
0.115964812,0.047329064,0.521528885,0.468561824,0.134825963,0.319221968,0.307462795,0.266813662,0.210467662
0.11345067,0.084417386,0.538533503,0.507175387,0.137651626,0.342105263,0.311274994,0.285556807,0.217149344
0.112979269,0.088292255,0.554914205,0.539105899,0.162329483,0.353546911,0.355073975,0.312752653,0.234409757
0.109888969,0.099917,0.563962599,0.524254548,0.161522174,0.351258581,0.380599201,0.327820642,0.247215994
0.116069568,0.101577587,0.553510211,0.510145631,0.130224221,0.335240275,0.367422191,0.317162759,0.238864212
0.109784208,0.102408005,0.544149743,0.490838914,0.129955011,0.330663616,0.319106594,0.313855152,0.25612468
0.110569888,0.092997542,0.54664589,0.449997541,0.145536807,0.329519451,0.312103785,0.282616711,0.237193666
0.110098486,0.112095218,0.556162286,0.461136085,0.167227373,0.335240275,0.311979482,0.284454234,0.212694889
0.111355547,0.12233596,0.54071759,0.445542174,0.177319142,0.327231121,0.314465667,0.279309104,0.301781643
0.114812487,0.12648769,0.559906514,0.458908402,0.181544087,0.299771167,0.329673051,0.279309104,0.298441052
0.113084025,0.107666765,0.545865812,0.443314363,0.173309209,0.304347826,0.328885735,0.285189258,0.291202689
0.112612623,0.09576527,0.539625656,0.378710777,0.150326947,0.291762014,0.337504646,0.286291757,0.28452123
0.108317636,0.102131171,0.527925188,0.375740405,0.153421823,0.28375286,0.314548557,0.280779115,0.294543502
0.107008187,0.087461948,0.475195015,0.294057658,0.139481745,0.303203661,0.307628581,0.278574043,0.281737321
0.104494024,0.044284503,0.451170147,0.28069143,0.096827103,0.300915332,0.300625709,0.22087467,0.24164812
0.105489221,0.060614424,0.458658385,0.26584008,0.111628364,0.289473684,0.317449138,0.22712241,0.254454357
0.100460942,0.052311102,0.422464827,0.25915703,0.086277887,0.273455378,0.296440593,0.214259456,0.222717162
0.100094296,0.065873267,0.460062378,0.250988602,0.103258964,0.303203661,0.279699994,0.239617816,0.25779517
0.096008799,0.057569834,0.470358853,0.262127146,0.102182442,0.274599542,0.252724508,0.208011753,0.265033311
0.095013629,0.094104683,0.493135874,0.272523258,0.129793548,0.302059497,0.267766106,0.224182314,0.285634815
0.089356799,0.073346309,0.465990694,0.258414341,0.114561777,0.254004577,0.264948421,0.215362028,0.265590271
0.088885397,0.085247666,0.483463315,0.268067763,0.121235749,0.264302059,0.263580991,0.205071657,0.277282866
0.082547669,0.072515891,0.485179399,0.276978625,0.126564149,0.252860412,0.270542446,0.158030093,0.267817498
0.054211193,0.071685584,0.501092098,0.267325202,0.147797271,0.260869565,0.269423625,0.165747881,0.288418724
0.056777718,0.045391644,0.460062378,0.265097519,0.120132453,0.260869565,0.27037666,0.134876879,0.251670448
0.056253928,0.054248522,0.4592823,0.25915703,0.115342148,0.263157895,0.295280298,0.132671844,0.254454357
0.052692227,0.041793498,0.446489913,0.254701535,0.089265013,0.256292906,0.281191731,0.136714438,0.244432085
0.052954133,0.03985605,0.411856512,0.270295574,0.073844841,0.271167048,0.326896778,0.131936783,0.247772898
0.051068521,0.037365045,0.409984515,0.270295574,0.064856366,0.291762014,0.367339362,0.141859642,0.269487766
0.049968568,0.060337701,0.427769211,0.305196331,0.080599625,0.308924485,0.406621656,0.163910284,0.30400887
0.054211193,0.03985605,0.438221598,0.324503176,0.066605674,0.265446224,0.402312171,0.141124581,0.279510094
0.056463445,0.040686468,0.455850382,0.351978193,0.061250335,0.28375286,0.431110961,0.147004772,0.305679416
0.054001676,0.06947133,0.50889241,0.372770288,0.101133024,0.296338673,0.446691261,0.19661892,0.334632424
0.05751101,0.083310245,0.487207558,0.376483094,0.10732261,0.289473684,0.456097485,0.202499074,0.323496789
0.063324963,0.101854448,0.482995327,0.365344549,0.147716621,0.26201373,0.448141582,0.199926527,0.330734929
0.058977587,0.092720708,0.478159165,0.386136517,0.135929424,0.273455378,0.456138901,0.234472575,0.326280697
0.058820459,0.203432035,0.490639711,0.383908833,0.244570665,0.271167048,0.433514251,0.226387349,0.342427747
0.05787765,0.198173274,0.440873689,0.379453339,0.227158914,0.272311213,0.440475706,0.281514139,0.348552247
0.058610942,0.220315512,0.407956356,0.367572233,0.230549775,0.278032037,0.429702052,0.238515243,0.346325242
0.058820459,0.22225296,0.541029665,0.382423583,0.264673387,0.276887872,0.456677604,0.228592421,0.35634757
0.058087167,0.199833999,0.528393191,0.379453339,0.244193865,0.274599542,0.459288095,0.235207636,0.344098015
0.061544113,0.191807401,0.519656888,0.369057355,0.228585295,0.288329519,0.448307306,0.270121306,0.35634757
0.06238216,0.191530539,0.520748807,0.386879078,0.2246023,0.281464531,0.459370986,0.288129354,0.360245065
0.060863194,0.172156168,0.495787948,0.367572233,0.201377927,0.251716247,0.431566768,0.283351662,0.310690329
0.060339425,0.162745677,0.489859633,0.403958111,0.182566733,0.241418764,0.440268508,0.246968017,0.309020006
0.055625398,0.165790156,0.491419789,0.415839345,0.190774834,0.225400458,0.440890101,0.213524432,0.307349739
0.055834915,0.166897297,0.474259009,0.4047008,0.193815834,0.221967963,0.470434729,0.185225976,0.285634815
0.054682595,0.185164666,0.501872176,0.421037145,0.208374819,0.2402746,0.504495976,0.205071657,0.329064606
0.053477902,0.169665135,0.501560101,0.395047378,0.1871417,0.228832952,0.463266076,0.199559015,0.316815107
0.055415881,0.193744821,0.533853503,0.42697789,0.207298299,0.245995423,0.428127486,0.19661892,0.346881979
0.055153996,0.197619718,0.540873737,0.453710346,0.219731345,0.273455378,0.389176635,0.17126056,0.351893115
0.055415881,0.188209255,0.52418096,0.403958111,0.206383404,0.255148741,0.356772906,0.200661477,0.337973293
0.057249125,0.183227217,0.476755171,0.415839345,0.221400001,0.241418764,0.344839018,0.203234134,0.341314106
0.054525466,0.173816755,0.491107714,0.398017622,0.20589902,0.225400458,0.358264643,0.216832039,0.326280697
0.055206364,0.141433747,0.476599009,0.387621639,0.17565065,0.225400458,0.358803283,0.194413775,0.321826243
0.053268385,0.159977839,0.469578775,0.392077006,0.180413854,0.221967963,0.348402608,0.191473679,0.341314106
0.050335235,0.153335215,0.429797136,0.383908833,0.187841423,0.23798627,0.326979668,0.195148835,0.329064606
0.048501996,0.15610297,0.471919009,0.387621639,0.195080591,0.249427918,0.375295265,0.220507158,0.364142615
0.048240106,0.150290653,0.480187324,0.402472989,0.198686789,0.220823799,0.392201584,0.228224872,0.376948852
0.045202174,0.140049883,0.456162222,0.374255283,0.18660344,0.228832952,0.369079709,0.22087467,0.369710488
0.045516452,0.172432891,0.455382144,0.361631744,0.187087988,0.221967963,0.342725754,0.214259456,0.321269561
0.044992678,0.163852708,0.42028074,0.363859427,0.182539959,0.209382151,0.324286224,0.192576252,0.299554638
0.039807254,0.142817611,0.391731816,0.332671348,0.161656698,0.188787185,0.30941034,0.156560082,0.217149344
0.041273827,0.131192866,0.388923579,0.305938892,0.167469484,0.186498856,0.296191917,0.158765154,0.214922117
0.036245548,0.128425139,0.382371348,0.299998403,0.157593052,0.179633867,0.26449261,0.159867727,0.228841939
0.037083595,0.100193723,0.348518009,0.268067763,0.119917116,0.148741419,0.254879188,0.124954056,0.178730467
0.036664582,0.122059237,0.351950177,0.237622373,0.099518242,0.161327231,0.269547932,0.11098864,0.202672617
0.033836167,0.089122673,0.331045387,0.218315656,0.069189061,0.149885584,0.244188487,0.080852588,0.184298563
0.034098057,0.071962334,0.347893859,0.273265819,0.072391521,0.171624714,0.255334996,0.108783495,0.195991158
0.034202813,0.099640166,0.311232532,0.233909568,0.11472324,0.167048055,0.237724255,0.098125685,0.16982178
0.037293112,0.108497044,0.311232532,0.097276658,0.118840596,0.172768879,0.215762676,0.067989744,0.16982178
0.038393044,0.125103826,0.287831596,0.119553748,0.136144597,0.147597254,0.185099232,0.063947076,0.162583417
0.03891684,0.114863056,0.257722266,0.073514447,0.13603701,0.143020595,0.176853303,0.049614147,0.175389876
0.040435785,0.067810715,0.205616243,0.072771885,0.079415519,0.11784897,0.199975115,0.031606063,0.108017768
0.039440609,0.079435349,0.221216868,0.085395552,0.099060794,0.113272311,0.193386639,0.047041564,0.11804004
0.032160078,0.101577587,0.259750425,0.103217147,0.100890749,0.109839817,0.181328449,0.039691289,0.136414317
0.033836167,0.081096074,0.233229411,0.092078603,0.084232597,0.098398169,0.146397057,0.042998896,0.099665986
0.034936099,0.076114037,0.226989021,0.059405529,0.074248415,0.084668192,0.138979856,0.045938991,0.095211531
0.034569458,0.116800505,0.248362032,0.112128137,0.102801516,0.099542334,0.141176011,0.075339909,0.126392045
0.033417143,0.093827849,0.23759757,0.102474714,0.087865567,0.086956522,0.094932266,0.062844503,0.108017768
0.03299812,0.104068619,0.227769099,0.092078603,0.078285122,0.078947368,0.095719578,0.072032302,0.099665986
0.027341305,0.110434493,0.12870515,0.054207602,0.10802233,0.088100686,0.103634007,0.070562291,0.099665986
0.025246187,0.073623032,0.076287053,0.002970245,0.061196459,0.077803204,0.047652591,0.048144063,0.047884245
0.012780227,0.057293111,0.049766038,0,0.038052734,0.036613272,0.030539075,0.020580668,0.038975559
0.009270904,0.03487404,0,0.0081683,0.039963337,0.016018307,0.028177197,0,0
0.002671281,0.035427597,0.036505523,0.042326496,0.042681414,0.022883295,0,0.019478169,0.0200446
0.000419024,0.023526129,0.097035914,0.031930512,0.026507645,0.012585812,0.018978171,0.018008085,0.013363141
0.001099942,0.027124275,0.142433778,0.016336473,0.038967629,0,0.017900829,0.034546158,0.042873109
0.00141421,0.047882649,0.167238833,0.06757383,0.04120132,0.026315789,0.078440342,0.054024254,0.047884245
0,0.098809859,0.15288618,0.115840942,0.106972749,0.041189931,0.131189673,0.066887171,0.089643713
0.006337738,0.103238312,0.107176336,0.080197624,0.157942914,0.02173913,0.123523796,0.065049648,0.047327341
0.01566101,0.12648769,0.07940724,0.086138114,0.259398861,0.028604119,0.162060252,0.078280004,0.028396327
0.015608642,0.173816755,0.10889242,0.111385575,0.225355897,0.065217391,0.220735108,0.112091102,0.08240535